Card ID,Card Name,Expansion,Collection No.,Stage (Pokémon)/Type (Energy and Trainer),Rule,Category,Previous stage,HP,Type,Weakness,Resistance (Type),Retreat,Move Name,Cost,Damage,Effect Explanation
83,Farigiraf ex,TEF,108,Stage 1 Pokémon,Pokémon ex,Tera(Darkness),Girafarig,260,{D},{G},n/a,2,[Tera],n/a,n/a,"As long as this Pokémon is on your Bench, prevent all damage done to this Pokémon by attacks (both yours and your opponent’s)."
83,Farigiraf ex,TEF,108,Stage 1 Pokémon,Pokémon ex,Tera(Darkness),Girafarig,260,{D},{G},n/a,2,[Ability] Armor Tail,n/a,n/a,Prevent all damage done to this Pokémon by attacks from your opponent’s Basic Pokémon {ex}.
83,Farigiraf ex,TEF,108,Stage 1 Pokémon,Pokémon ex,Tera(Darkness),Girafarig,260,{D},{G},n/a,2,Dirty Beam,{P}●●,160,This attack also does 30 damage to 1 of your opponent’s Benched Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.)
84,Scizor ex,TEF,111,Stage 1 Pokémon,Pokémon ex,n/a,Scyther,270,{M},{R},{G},2,Steel Wing,●●,70,"During your opponent’s next turn, this Pokémon takes 50 less damage from attacks (after applying Weakness and Resistance)."
84,Scizor ex,TEF,111,Stage 1 Pokémon,Pokémon ex,n/a,Scyther,270,{M},{R},{G},2,Cross Breaker,{M}{M},120×,Discard up to 2 {M} Energy from this Pokémon. This attack does 120 damage for each card you discarded in this way.
85,Beldum,TEF,113,Basic Pokémon,n/a,n/a,n/a,70,{M},{R},{G},1,Dig Claws,{M},10,n/a
85,Beldum,TEF,113,Basic Pokémon,n/a,n/a,n/a,70,{M},{R},{G},1,Iron Tackle,{M}●●,50,This Pokémon also does 10 damage to itself.
86,Metang,TEF,114,Stage 1 Pokémon,n/a,n/a,Beldum,100,{M},{R},{G},2,[Ability] Metal Maker,n/a,n/a,"Once during your turn, you may look at the top 4 cards of your deck and attach any number of Basic {M} Energy cards you find there to your Pokémon in any way you like. Shuffle the other cards and put them on the bottom of your deck."
86,Metang,TEF,114,Stage 1 Pokémon,n/a,n/a,Beldum,100,{M},{R},{G},2,Beam,{M}●●,60,n/a
87,Miraidon,TEF,121,Basic Pokémon,n/a,Future,n/a,110,竜,n/a,n/a,2,Peak Acceleration,●,40,"Search your deck for up to 2 Basic Energy cards and attach them to your Future Pokémon in any way you like. Then, shuffle your deck."
87,Miraidon,TEF,121,Basic Pokémon,n/a,Future,n/a,110,竜,n/a,n/a,2,Sparking Strike,{L}{L}{P},160,n/a
88,Volbeat,TWM,9,Basic Pokémon,n/a,n/a,n/a,70,{G},{R},n/a,1,Quick Sign,●,n/a,"If you go first, you can use this attack during your first turn. Search your deck for up to 2 Basic Pokémon and put them onto your Bench. Then, shuffle your deck."
88,Volbeat,TWM,9,Basic Pokémon,n/a,n/a,n/a,70,{G},{R},n/a,1,Coordinated Strike,●●,20,"If Illumise is on your Bench, this attack does 60 more damage."
89,Grookey,TWM,14,Basic Pokémon,n/a,n/a,n/a,70,{G},{R},n/a,1,Smash Kick,{G},10,n/a
89,Grookey,TWM,14,Basic Pokémon,n/a,n/a,n/a,70,{G},{R},n/a,1,Branch Poke,{G}{G},30,n/a
90,Thwackey,TWM,15,Stage 1 Pokémon,n/a,n/a,Grookey,100,{G},{R},n/a,2,[Ability] Boom Boom Groove,n/a,n/a,"Once during your turn, if your Active Pokémon has the Festival Lead Ability, you may search your deck for a card and put it into your hand. Then, shuffle your deck."
90,Thwackey,TWM,15,Stage 1 Pokémon,n/a,n/a,Grookey,100,{G},{R},n/a,2,Beat,{G}{G},50,n/a
91,Rillaboom,TWM,16,Stage 2 Pokémon,n/a,n/a,Thwackey,180,{G},{R},n/a,4,Drum Beating,{G},60,"During your opponent’s next turn, attacks used by the Defending Pokémon cost {C} more, and its Retreat Cost is {C} more."
91,Rillaboom,TWM,16,Stage 2 Pokémon,n/a,n/a,Thwackey,180,{G},{R},n/a,4,Wood Hammer,{G}{G},180,This Pokémon also does 50 damage to itself.
92,Applin,TWM,17,Basic Pokémon,n/a,n/a,n/a,40,{G},{R},n/a,1,Tumbling Attack,{G},10,"Flip a coin. If heads, this attack does 20 more damage."
93,Dipplin,TWM,18,Stage 1 Pokémon,n/a,n/a,Applin,80,{G},{R},n/a,2,[Ability] Festival Lead,n/a,n/a,"If Festival Grounds is in play, this Pokémon may use an attack it has twice. If the first attack Knocks Out your opponent’s Active Pokémon, you may attack again after your opponent chooses a new Active Pokémon."
93,Dipplin,TWM,18,Stage 1 Pokémon,n/a,n/a,Applin,80,{G},{R},n/a,2,Do the Wave,{G},20×,This attack does 20 damage for each of your Benched Pokémon.
94,Sinistcha,TWM,22,Stage 1 Pokémon,n/a,n/a,Poltchageist,70,{G},{R},n/a,1,Cursed Drop,{G},n/a,Put 4 damage counters on your opponent’s Pokémon in any way you like.
94,Sinistcha,TWM,22,Stage 1 Pokémon,n/a,n/a,Poltchageist,70,{G},{R},n/a,1,Spill the Tea,{G},70×,Discard up to 3 {G} Energy cards from your Pokémon. This attack does 70 damage for each card you discarded in this way.
95,Teal Mask Ogerpon,TWM,24,Basic Pokémon,n/a,n/a,n/a,110,{G},{R},n/a,1,Mountain Stroll,●,n/a,"Search your deck for up to 2 Basic Energy cards, reveal them, and put them into your hand. Then, shuffle your deck."
95,Teal Mask Ogerpon,TWM,24,Basic Pokémon,n/a,n/a,n/a,110,{G},{R},n/a,1,Ogre Comeback,{G}●,20,This attack does 20 more damage for each of your opponent’s Benched Pokémon.
96,Teal Mask Ogerpon ex,TWM,25,Basic Pokémon,Pokémon ex,Tera(Grass),n/a,210,{G},{R},n/a,1,[Tera],n/a,n/a,"As long as this Pokémon is on your Bench, prevent all damage done to this Pokémon by attacks (both yours and your opponent’s)."
96,Teal Mask Ogerpon ex,TWM,25,Basic Pokémon,Pokémon ex,Tera(Grass),n/a,210,{G},{R},n/a,1,[Ability] Teal Dance,n/a,n/a,"Once during your turn, you may attach a Basic {G} Energy card from your hand to this Pokémon. If you attached Energy to a Pokémon in this way, draw a card."
96,Teal Mask Ogerpon ex,TWM,25,Basic Pokémon,Pokémon ex,Tera(Grass),n/a,210,{G},{R},n/a,1,Myriad Leaf Shower,{G}{G}{G},30,This attack does 30 more damage for each Energy attached to both Active Pokémon.
97,Litwick,TWM,36,Basic Pokémon,n/a,n/a,n/a,60,{R},{W},n/a,1,Call for Family,{R},n/a,"Search your deck for a Basic Pokémon and put it onto your Bench. Then, shuffle your deck."
97,Litwick,TWM,36,Basic Pokémon,n/a,n/a,n/a,60,{R},{W},n/a,1,Live Coal,{R}●,20,n/a
98,Chandelure,TWM,38,Stage 2 Pokémon,n/a,n/a,Lampent,130,{R},{W},n/a,2,[Ability] Alluring Light,n/a,n/a,"Once during your turn, you may have each player draw a card."
98,Chandelure,TWM,38,Stage 2 Pokémon,n/a,n/a,Lampent,130,{R},{W},n/a,2,Mind Ruler,{R},30×,This attack does 30 damage for each card in your opponent’s hand.
99,Hearthflame Mask Ogerpon ex,TWM,40,Basic Pokémon,Pokémon ex,Tera(Fire),n/a,210,{R},{W},n/a,1,[Tera],n/a,n/a,"As long as this Pokémon is on your Bench, prevent all damage done to this Pokémon by attacks (both yours and your opponent’s)."
99,Hearthflame Mask Ogerpon ex,TWM,40,Basic Pokémon,Pokémon ex,Tera(Fire),n/a,210,{R},{W},n/a,1,Wrathful Hearth,{R}●●,20×,This attack does 20 damage for each damage counter on this Pokémon.
99,Hearthflame Mask Ogerpon ex,TWM,40,Basic Pokémon,Pokémon ex,Tera(Fire),n/a,210,{R},{W},n/a,1,Dynamic Blaze,{R}{R}{R},140,"If your opponent’s Active Pokémon is an Evolution Pokémon, this attack does 140 more damage, and discard all Energy from this Pokémon."
100,Goldeen,TWM,44,Basic Pokémon,n/a,n/a,n/a,50,{W},{L},n/a,1,[Ability] Festival Lead,n/a,n/a,"If Festival Grounds is in play, this Pokémon may use an attack it has twice. If the first attack Knocks Out your opponent’s Active Pokémon, you may attack again after your opponent chooses a new Active Pokémon."
100,Goldeen,TWM,44,Basic Pokémon,n/a,n/a,n/a,50,{W},{L},n/a,1,Whirlpool,●●,10,"Flip a coin. If heads, discard an Energy from your opponent’s Active Pokémon."
101,Jynx,TWM,46,Basic Pokémon,n/a,n/a,n/a,90,{W},{M},n/a,1,Inviting Kiss,●,n/a,"Search your deck for a Basic Pokémon and put it onto your Bench. Then, shuffle your deck. If you put any Pokémon onto your Bench in this way, move an Energy from this Pokémon to the new Benched Pokémon."
101,Jynx,TWM,46,Basic Pokémon,n/a,n/a,n/a,90,{W},{M},n/a,1,Icy Snow,{W},30,n/a
102,Milotic,TWM,50,Stage 1 Pokémon,n/a,n/a,Feebas,120,{W},{L},n/a,1,[Ability] Mentally Calm,n/a,n/a,Your opponent’s Pokémon in play and all attached cards can’t be put into your opponent’s hand.
102,Milotic,TWM,50,Stage 1 Pokémon,n/a,n/a,Feebas,120,{W},{L},n/a,1,Hydro Splash,{W}●●,100,n/a
103,Snorunt,TWM,51,Basic Pokémon,n/a,n/a,n/a,60,{W},{M},n/a,1,Astonish,{W}●,20,Choose a random card from your opponent’s hand. Your opponent reveals that card and shuffles it into their deck.
104,Froslass,TWM,53,Stage 1 Pokémon,n/a,n/a,Snorunt,90,{W},{M},n/a,1,[Ability] Freezing Shroud,n/a,n/a,"During Pokémon Checkup, put 1 damage counter on each Pokémon that has an Ability (both yours and your opponent’s), except any Froslass."
104,Froslass,TWM,53,Stage 1 Pokémon,n/a,n/a,Snorunt,90,{W},{M},n/a,1,Frost Smash,{W}●,60,n/a
105,Finizen,TWM,59,Basic Pokémon,n/a,n/a,n/a,70,{W},{L},n/a,1,Aqua Slash,{W},30,"During your next turn, this Pokémon can’t use attacks."
106,Palafin,TWM,60,Stage 1 Pokémon,n/a,n/a,Finizen,100,{W},{L},n/a,1,[Ability] Zero to Hero,n/a,n/a,"Once during your turn, when this Pokémon moves from the Active Spot to the Bench, you may search your deck for a Palafin {ex} and switch it with this Pokémon. Any attached cards, damage counters, Special Conditions, turns in play, and any other effects remain on the new Pokémon. If you switched a Pokémon in this way, put this card into your deck. Then, shuffle your deck."
106,Palafin,TWM,60,Stage 1 Pokémon,n/a,n/a,Finizen,100,{W},{L},n/a,1,Wave Splash,{W}●,30,n/a
107,Palafin ex,TWM,61,Stage 1 Pokémon,Pokémon ex,n/a,Finizen,340,{W},{L},n/a,2,[Ability] Hero’s Spirit,n/a,n/a,Put this Pokémon into play only with the effect of Palafin’s Zero to Hero Ability.
107,Palafin ex,TWM,61,Stage 1 Pokémon,Pokémon ex,n/a,Finizen,340,{W},{L},n/a,2,Giga Impact,{W},250,"During your next turn, this Pokémon can’t use attacks."
108,Wellspring Mask Ogerpon ex,TWM,64,Basic Pokémon,Pokémon ex,Tera(Water),n/a,210,{W},{L},n/a,1,[Tera],n/a,n/a,"As long as this Pokémon is on your Bench, prevent all damage done to this Pokémon by attacks (both yours and your opponent’s)."
108,Wellspring Mask Ogerpon ex,TWM,64,Basic Pokémon,Pokémon ex,Tera(Water),n/a,210,{W},{L},n/a,1,Sob,●,20,"During your opponent’s next turn, the Defending Pokémon can’t retreat."
108,Wellspring Mask Ogerpon ex,TWM,64,Basic Pokémon,Pokémon ex,Tera(Water),n/a,210,{W},{L},n/a,1,Torrential Pump,{W}●●,100,"You may shuffle 3 Energy attached to this Pokémon into your deck. If you do, this attack also does 120 damage to 1 of your opponent’s Benched Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.)"
109,Abra,TWM,80,Basic Pokémon,n/a,n/a,n/a,40,{P},{D},{F},1,[Ability] Teleporter,n/a,n/a,"Once during your turn, if this Pokémon is in the Active Spot, you may shuffle it and all attached cards into your deck."
109,Abra,TWM,80,Basic Pokémon,n/a,n/a,n/a,40,{P},{D},{F},1,Beam,{P},10,n/a
110,Slurpuff,TWM,90,Stage 1 Pokémon,n/a,n/a,Swirlix,120,{P},{M},n/a,2,Slurp Slurp,{P}●,90×,"Flip 2 coins. This attack does 90 damage for each heads. If both of them are tails, your opponent’s Active Pokémon is now Confused."
111,Sandygast,TWM,91,Basic Pokémon,n/a,n/a,n/a,90,{P},{D},{F},3,Sand Attack,{P},10,"During your opponent’s next turn, if the Defending Pokémon tries to use an attack, your opponent flips a coin. If tails, that attack doesn’t happen."
111,Sandygast,TWM,91,Basic Pokémon,n/a,n/a,n/a,90,{P},{D},{F},3,Spooky Shot,{P}●●,30,n/a
112,Munkidori,TWM,95,Basic Pokémon,n/a,n/a,n/a,110,{P},{D},{F},1,[Ability] Adrena-Brain,n/a,n/a,"Once during your turn, if this Pokémon has any {D} Energy attached, you may move up to 3 damage counters from 1 of your Pokémon to 1 of your opponent’s Pokémon."
112,Munkidori,TWM,95,Basic Pokémon,n/a,n/a,n/a,110,{P},{D},{F},1,Mind Bend,{P}●,60,Your opponent’s Active Pokémon is now Confused.
113,Timburr,TWM,103,Basic Pokémon,n/a,n/a,n/a,80,{F},{P},n/a,2,Best Punch,{F},40,"Flip a coin. If tails, this attack does nothing."
114,Gurdurr,TWM,104,Stage 1 Pokémon,n/a,n/a,Timburr,100,{F},{P},n/a,2,Knuckle Punch,{F},20,n/a
114,Gurdurr,TWM,104,Stage 1 Pokémon,n/a,n/a,Timburr,100,{F},{P},n/a,2,Superpower,{F}●●,50,"You may do 30 more damage. If you do, this Pokémon also does 30 damage to itself."
115,Conkeldurr,TWM,105,Stage 2 Pokémon,n/a,n/a,Gurdurr,180,{F},{P},n/a,3,Tantrum,{F},80,This Pokémon is now Confused.
115,Conkeldurr,TWM,105,Stage 2 Pokémon,n/a,n/a,Gurdurr,180,{F},{P},n/a,3,Gutsy Swing,{F}●●●,250,"If this Pokémon is affected by a Special Condition, ignore all Energy in this attack’s cost."
116,Okidogi,TWM,111,Basic Pokémon,n/a,n/a,n/a,130,{F},{P},n/a,2,[Ability] Adrena-Power,n/a,n/a,"If this Pokémon has any {D} Energy attached, it gets +100 HP, and the attacks it uses do 100 more damage to your opponent’s Active Pokémon (before applying Weakness and Resistance)."
116,Okidogi,TWM,111,Basic Pokémon,n/a,n/a,n/a,130,{F},{P},n/a,2,Good Punch,{F}{F},70,n/a
117,Cornerstone Mask Ogerpon ex,TWM,112,Basic Pokémon,Pokémon ex,Tera(Fighting),n/a,210,{F},{G},n/a,1,[Tera],n/a,n/a,"As long as this Pokémon is on your Bench, prevent all damage done to this Pokémon by attacks (both yours and your opponent’s)."
117,Cornerstone Mask Ogerpon ex,TWM,112,Basic Pokémon,Pokémon ex,Tera(Fighting),n/a,210,{F},{G},n/a,1,[Ability] Cornerstone Stance,n/a,n/a,Prevent all damage from attacks done to this Pokémon by your opponent’s Pokémon that have an Ability.
117,Cornerstone Mask Ogerpon ex,TWM,112,Basic Pokémon,Pokémon ex,Tera(Fighting),n/a,210,{F},{G},n/a,1,Demolish,{F}●●,140,"This attack’s damage isn’t affected by Weakness or Resistance, or by any effects on your opponent’s Active Pokémon."
118,Heatran,TWM,123,Basic Pokémon,n/a,n/a,n/a,140,{M},{R},{G},4,[Ability] Incandescent Body,n/a,n/a,"If this Pokémon is in the Active Spot and is damaged by an attack from your opponent’s Pokémon (even if this Pokémon is Knocked Out), the Attacking Pokémon is now Burned."
118,Heatran,TWM,123,Basic Pokémon,n/a,n/a,n/a,140,{M},{R},{G},4,Steel Burst,{M}●●,50×,Discard all {M} Energy from this Pokémon. This attack does 50 damage for each card you discarded in this way.
119,Dreepy,TWM,128,Basic Pokémon,n/a,n/a,n/a,70,竜,n/a,n/a,1,Petty Grudge,{P},10,n/a
119,Dreepy,TWM,128,Basic Pokémon,n/a,n/a,n/a,70,竜,n/a,n/a,1,Bite,{R}{P},40,n/a
120,Drakloak,TWM,129,Stage 1 Pokémon,n/a,n/a,Dreepy,90,竜,n/a,n/a,1,[Ability] Recon Directive,n/a,n/a,"Once during your turn, you may look at the top 2 cards of your deck and put 1 of them into your hand. Put the other card on the bottom of your deck."
120,Drakloak,TWM,129,Stage 1 Pokémon,n/a,n/a,Dreepy,90,竜,n/a,n/a,1,Dragon Headbutt,{R}{P},70,n/a
121,Dragapult ex,TWM,130,Stage 2 Pokémon,Pokémon ex,Tera(Dragon),Drakloak,320,竜,n/a,n/a,1,[Tera],n/a,n/a,"As long as this Pokémon is on your Bench, prevent all damage done to this Pokémon by attacks (both yours and your opponent’s)."
121,Dragapult ex,TWM,130,Stage 2 Pokémon,Pokémon ex,Tera(Dragon),Drakloak,320,竜,n/a,n/a,1,Jet Headbutt,●,70,n/a
121,Dragapult ex,TWM,130,Stage 2 Pokémon,Pokémon ex,Tera(Dragon),Drakloak,320,竜,n/a,n/a,1,Phantom Dive,{R}{P},200,Put 6 damage counters on your opponent’s Benched Pokémon in any way you like.
122,Tatsugiri,TWM,131,Basic Pokémon,n/a,n/a,n/a,70,竜,n/a,n/a,1,[Ability] Attract Customers,n/a,n/a,"Once during your turn, if this Pokémon is in the Active Spot, you may look at the top 6 cards of your deck, reveal a Supporter card you find there, and put it into your hand. Shuffle the other cards back into your deck."
122,Tatsugiri,TWM,131,Basic Pokémon,n/a,n/a,n/a,70,竜,n/a,n/a,1,Surf,{R}{W},50,n/a
123,Farfetch'd,TWM,132,Basic Pokémon,n/a,n/a,n/a,70,{C},{L},{F},1,[Ability] Impromptu Carrier,n/a,n/a,"When you play this Pokémon from your hand onto your Bench during your turn, you may search your deck for a Pokémon Tool card and attach it to this Pokémon. Then, shuffle your deck."
123,Farfetch'd,TWM,132,Basic Pokémon,n/a,n/a,n/a,70,{C},{L},{F},1,Mach Cut,●,30,Discard a Special Energy from your opponent’s Active Pokémon.
124,Chansey,TWM,133,Basic Pokémon,n/a,n/a,n/a,120,{C},{F},n/a,2,Lucky Attachment,●,n/a,Attach a Basic Energy card from your hand to 1 of your Pokémon.
124,Chansey,TWM,133,Basic Pokémon,n/a,n/a,n/a,120,{C},{F},n/a,2,Boundless Power,●●●,80,"During your next turn, this Pokémon can’t use attacks."
125,Blissey ex,TWM,134,Stage 1 Pokémon,Pokémon ex,n/a,Chansey,300,{C},{F},n/a,4,[Ability] Happy Switch,n/a,n/a,"Once during your turn, you may move a Basic Energy from 1 of your Pokémon to another of your Pokémon."
125,Blissey ex,TWM,134,Stage 1 Pokémon,Pokémon ex,n/a,Chansey,300,{C},{F},n/a,4,Return,●●●,180,You may draw cards until you have 6 cards in your hand.
126,Galvantula,SFA,2,Stage 1 Pokémon,n/a,n/a,Joltik,100,{G},{R},n/a,1,[Ability] Compound Eyes,n/a,n/a,Attacks used by this Pokémon do 50 more damage to your opponent’s Active Pokémon that has an Ability (before applying Weakness and Resistance).
126,Galvantula,SFA,2,Stage 1 Pokémon,n/a,n/a,Joltik,100,{G},{R},n/a,1,Shocking Web,{G}●,50,"If this Pokémon has any {L} Energy attached, this attack does 80 more damage."
127,Rowlet,SFA,3,Basic Pokémon,n/a,n/a,n/a,70,{G},{R},n/a,1,Add On,●,n/a,Draw a card.
127,Rowlet,SFA,3,Basic Pokémon,n/a,n/a,n/a,70,{G},{R},n/a,1,Leafage,{G},10,n/a
128,Dartrix,SFA,4,Stage 1 Pokémon,n/a,n/a,Rowlet,90,{G},{R},n/a,1,United Wings,●,20×,This attack does 20 damage for each Pokémon in your discard pile that has the United Wings attack.
128,Dartrix,SFA,4,Stage 1 Pokémon,n/a,n/a,Rowlet,90,{G},{R},n/a,1,Cutting Wind,{G},30,n/a
129,Decidueye,SFA,5,Stage 2 Pokémon,n/a,n/a,Dartrix,150,{G},{R},n/a,2,Stock Up on Feathers,●,n/a,Draw cards until you have 7 cards in your hand.
129,Decidueye,SFA,5,Stage 2 Pokémon,n/a,n/a,Dartrix,150,{G},{R},n/a,2,Power Shot,{G},170,"Discard a Basic {G} Energy card from your hand. If you can’t, this attack does nothing."
130,Revavroom ex,SFA,15,Stage 1 Pokémon,Pokémon ex,Tera(Lightning),Varoom,280,{L},{F},n/a,1,[Tera],n/a,n/a,"As long as this Pokémon is on your Bench, prevent all damage done to this Pokémon by attacks (both yours and your opponent’s)."
130,Revavroom ex,SFA,15,Stage 1 Pokémon,Pokémon ex,Tera(Lightning),Varoom,280,{L},{F},n/a,1,Accelerator Flash,{M},20,"If this Pokémon moved from your Bench to the Active Spot this turn, this attack does 120 more damage."
130,Revavroom ex,SFA,15,Stage 1 Pokémon,Pokémon ex,Tera(Lightning),Varoom,280,{L},{F},n/a,1,Shattering Speed,{M}{M}{M},250,Discard this Pokémon and all attached cards.
131,Duskull,SFA,18,Basic Pokémon,n/a,n/a,n/a,60,{P},{D},{F},1,Come and Get You,{P},n/a,Put up to 3 Duskull from your discard pile onto your Bench.
131,Duskull,SFA,18,Basic Pokémon,n/a,n/a,n/a,60,{P},{D},{F},1,Mumble,{P}{P},30,n/a
132,Dusclops,SFA,19,Stage 1 Pokémon,n/a,n/a,Duskull,90,{P},{D},{F},2,[Ability] Cursed Blast,n/a,n/a,"Once during your turn, you may put 5 damage counters on 1 of your opponent’s Pokémon. If you use this Ability, this Pokémon is Knocked Out."
132,Dusclops,SFA,19,Stage 1 Pokémon,n/a,n/a,Duskull,90,{P},{D},{F},2,Will-O-Wisp,{P}{P},50,n/a
133,Dusknoir,SFA,20,Stage 2 Pokémon,n/a,n/a,Dusclops,160,{P},{D},{F},3,[Ability] Cursed Blast,n/a,n/a,"Once during your turn, you may put 13 damage counters on 1 of your opponent’s Pokémon. If you use this Ability, this Pokémon is Knocked Out."
133,Dusknoir,SFA,20,Stage 2 Pokémon,n/a,n/a,Dusclops,160,{P},{D},{F},3,Shadow Bind,{P}{P}●,150,"During your opponent’s next turn, the Defending Pokémon can’t retreat."
134,Sylveon,SFA,22,Stage 1 Pokémon,n/a,n/a,Eevee,120,{P},{M},n/a,1,Mystical Return,{P},n/a,"Flip a coin. If heads, choose 1 of your opponent’s Benched Pokémon. Shuffle that Pokémon and all attached cards into their deck."
134,Sylveon,SFA,22,Stage 1 Pokémon,n/a,n/a,Eevee,120,{P},{M},n/a,1,Disarming Voice,{P}●●,90,Your opponent’s Active Pokémon is now Confused.
135,Bloodmoon Ursaluna,SFA,25,Basic Pokémon,n/a,n/a,n/a,150,{F},{G},n/a,4,[Ability] Battle-Hardened,n/a,n/a,"When you play this Pokémon from your hand onto your Bench during your turn, you may attach up to 2 Basic {F} Energy cards from your hand to this Pokémon."
